No,Nama Destinasi,Provinsi,Kategori,Rating,Jumlah pengujung/bulan,Harga Tiket Masuk (IDR),Fasilitas Utama,Latitude,Longitude,Link Gambar
230,Alun-Alun Ende,Nusa Tenggara Timur,Rekreasi & Taman,4.3,14555,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-8.8413,121.6575,https://www.google.com/search?q=Alun-Alun+Ende+Flores&udm=2#sv=CAMSURoyKhBlLS04VDE4TURSS0g3bm1NMg4tOFQxOE1EUktIN25tTToOVlpYZ3hUbE9Wc3piME0gBCoXCgFzEhBlLS04VDE4TURSS0g3bm1NGAEwARgHIM-F1NYISggQARgBIAEoAQ
231,Alun-Alun Ruteng,Nusa Tenggara Timur,Rekreasi & Taman,4.6,15173,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-8.6083,120.4633,https://www.google.com/search?q=Alun-Alun+Ruteng+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnvQATZ0kv9WTVkOTXZ1xUk568Zfxg%3A1783860364815&ei=jIxTasiZMaiK4-EPkJ6c8As&biw=638&bih=584&ved=0ahUKEwjIj_7alc2VAxUoxTgGHRAPB74Q4dUDCBE&uact=5&oq=Alun-Alun+Ruteng+&gs_lp=Egtnd3Mtd2l6LWltZyIRQWx1bi1BbHVuIFJ1dGVuZyAyBxAjGMkCGCcyBBAAGB4yBhAAGAgYHkicCFDmBFjmBHABeACQAQCYAUigAUiqAQExuAEDyAEA-AEBmAIBoAJOmAMAiAYBkgcBMaAHwAKyBwExuAdOwgcDMi0xyAcDgAgB&sclient=gws-wiz-img#sv=CAMSURoyKhBlLW9CaVhVMWw5OGhTZElNMg5vQmlYVTFsOThoU2RJTToOY0x0QTNKa0hrUXM1YU0gBCoXCgFzEhBlLW9CaVhVMWw5OGhTZElNGAEwARgHIK6uksMGSggQARgBIAEoAQ
232,Alun-Alun Labuan Bajo,Nusa Tenggara Timur,Rekreasi & Taman,4.4,10450,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-8.4908,119.8825,https://www.google.com/search?q=Alun-Alun+Labuan+Bajo&udm=2#sv=CAMSURoyKhBlLW40Y1c1VXd4WGVHWnNNMg5uNGNXNVV3eFhlR1pzTToOUzVYOF9CYTVmcHZlU00gBCoXCgFzEhBlLW40Y1c1VXd4WGVHWnNNGAEwARgHIP_nvsQPSggQARgBIAEoAQ
233,Alun-Alun Bajawa,Nusa Tenggara Timur,Rekreasi & Taman,4.3,6663,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-8.7997,120.9702,https://www.google.com/search?q=Alun-Alun+Bajawa+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnt7qAJrgkoVTus7GMIEMn1fXAtQiw%3A1783860462115&ei=7oxTavm_BqfB4-EPwPeQmQ4&biw=638&bih=584&ved=0ahUKEwj57rCJls2VAxWn4DgGHcA7JOMQ4dUDCBE&uact=5&oq=Alun-Alun+Bajawa+&gs_lp=Egtnd3Mtd2l6LWltZyIRQWx1bi1BbHVuIEJhamF3YSAyBxAjGMkCGCcyBBAAGB5IzwhQ0QRY0QRwAXgAkAEAmAFJoAFJqgEBMbgBA8gBAPgBAZgCAaACTZgDAIgGAZIHATGgB_oBsgcBMbgHTcIHAzItMcgHA4AIAQ&sclient=gws-wiz-img#sv=CAMSURoyKhBlLVpnZWZSRERaSlNIdHVNMg5aZ2VmUkREWkpTSHR1TToOS1MyZU1QSDlSb01CWU0gBCoXCgFzEhBlLVpnZWZSRERaSlNIdHVNGAEwARgHIJeUnrQCSggQARgBIAEoAQ
234,Alun-Alun Atambua,Nusa Tenggara Timur,Rekreasi & Taman,4.8,14721,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-9.1061,124.8925,https://www.google.com/search?q=Alun-Alun+Atambua&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQntyswhqb4xE8A33kbBmu-IpYMypqw%3A1783860537026&ei=OY1TapSHAc_u4-EPqaDssAg&biw=638&bih=584&ved=0ahUKEwjUh42tls2VAxVP9zgGHSkQG4YQ4dUDCBE&uact=5&oq=Alun-Alun+Atambua&gs_lp=Egtnd3Mtd2l6LWltZyIRQWx1bi1BbHVuIEF0YW1idWEyBxAjGMkCGCcyBBAAGB4yBhAAGAgYHkjvDlC_BVi_BXABeACQAQCYAUqgAUqqAQExuAEDyAEA-AEBmAICoAJUmAMAiAYBkgcBMqAHugKyBwExuAdRwgcFMC4xLjHIBweACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLUp6dmlsY1VJRzBBYTVNMg5KenZpbGNVSUcwQWE1TToONGxFRURxa0VNY3Bfa00gBCoXCgFzEhBlLUp6dmlsY1VJRzBBYTVNGAEwARgHIMvWvIsMSggQARgBIAEoAQ
235,Alun-Alun Soe,Nusa Tenggara Timur,Rekreasi & Taman,4.8,15230,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-9.8607,124.284,https://www.google.com/search?q=Alun-Alun+Soe+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnsMsQIYvKOLBo-zHpR1NVPfqJdWIA%3A1783860585331&ei=aY1TaurbE-DQqfkPyMvp-A0&biw=638&bih=584&ved=0ahUKEwiqtJHEls2VAxVgaCoJHchlGt8Q4dUDCBE&uact=5&oq=Alun-Alun+Soe+&gs_lp=Egtnd3Mtd2l6LWltZyIOQWx1bi1BbHVuIFNvZSAyBxAjGMkCGCcyBhAAGAgYHkjqAlAAWABwAHgAkAEAmAFKoAFKqgEBMbgBA8gBAPgBAZgCAaACUJgDAJIHATGgB5YCsgcBMbgHUMIHAzItMcgHA4AIAQ&sclient=gws-wiz-img#sv=CAMSURoyKhBlLThHUUVlRGFRRzJ6WTRNMg44R1FFZURhUUcyelk0TToOajZvQU1GN1JtY1pKak0gBCoXCgFzEhBlLThHUUVlRGFRRzJ6WTRNGAEwARgHIMK-tP4JSggQARgBIAEoAQ
236,Alun-Alun Kalabahi,Nusa Tenggara Timur,Rekreasi & Taman,4.7,10592,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-8.2144,124.5126,https://www.google.com/search?q=Alun-Alun+Kalabahi+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnuL_9uHHAnVdVfpshO6PwVRNWm7rg%3A1783860639518&ei=n41TaruQH66M4-EPipS4oQs&biw=638&bih=584&ved=0ahUKEwj72_zdls2VAxUuxjgGHQoKLrQQ4dUDCBE&uact=5&oq=Alun-Alun+Kalabahi+&gs_lp=Egtnd3Mtd2l6LWltZyITQWx1bi1BbHVuIEthbGFiYWhpIDIHECMYyQIYJ0j0DFDTCFjTCHABeACQAQCYAUmgAUmqAQExuAEDyAEA-AEBmAIBoAJOmAMAiAYBkgcBMaAHxQGyBwExuAdOwgcDMC4xyAcBgAgB&sclient=gws-wiz-img#sv=CAMSURoyKhBlLUJSQThOY1NvRklUb0NNMg5CUkE4TmNTb0ZJVG9DTToOLUhjNERWZWRVQ19HeU0gBCoXCgFzEhBlLUJSQThOY1NvRklUb0NNGAEwARgHIJPHqcQFSggQARgBIAEoAQ
237,Alun-Alun Waingapu,Nusa Tenggara Timur,Rekreasi & Taman,4.5,16494,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-9.6542,120.2647,https://www.google.com/search?q=Alun-Alun+Waingapu+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQntE0nJ1kvQ-24D5u7ejaYIJ4e0dNQ%3A1783860683513&ei=y41Tar_kHtDl4-EP2vW1EQ&biw=638&bih=584&ved=0ahUKEwj_9fnyls2VAxXQ8jgGHdp6LQIQ4dUDCBE&uact=5&oq=Alun-Alun+Waingapu+&gs_lp=Egtnd3Mtd2l6LWltZyITQWx1bi1BbHVuIFdhaW5nYXB1IDIHECMYyQIYJzIEEAAYHkjYDFDOBFjOBHABeACQAQCYAWygAWyqAQMwLjG4AQPIAQD4AQGYAgGgAnWYAwCIBgGSBwMwLjGgB4wCsgcDMC4xuAd1wgcDMi0xyAcFgAgB&sclient=gws-wiz-img#sv=CAMSURoyKhBlLThNUUpfbUszaDJRZDZNMg44TVFKX21LM2gyUWQ2TToOZGZHU1FsU3RrTEVpck0gBCoXCgFzEhBlLThNUUpfbUszaDJRZDZNGAEwARgHINuwu78PSggQARgBIAEoAQ
238,Alun-Alun Waikabubak,Nusa Tenggara Timur,Rekreasi & Taman,4.3,15429,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-9.6385,119.4124,https://www.google.com/search?q=Alun-Alun+Waikabubak+Sumba+Barat&udm=2#sv=CAMSURoyKhBlLTBmUDBlLXRPS1pmbVVNMg4wZlAwZS10T0taZm1VTToOcGlIMFNtZmdsWXloQk0gBCoXCgFzEhBlLTBmUDBlLXRPS1pmbVVNGAEwARgHIOvGnq4CSggQARgBIAEoAQ
239,Alun-Alun Pontianak,Kalimantan Barat,Rekreasi & Taman,4.6,12392,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-0.0263,109.3425,https://www.google.com/search?q=Alun-Alun+Pontianak&udm=2#sv=CAMSURoyKhBlLTBqdERBT25ZbjIzbWpNMg4wanREQU9uWW4yM21qTToOdEdKZkZsanRDUk83aU0gBCoXCgFzEhBlLTBqdERBT25ZbjIzbWpNGAEwARgHILbYnJoOSggQARgBIAEoAQ
240,Alun-Alun Singkawang,Kalimantan Barat,Rekreasi & Taman,4.5,18696,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",0.9022,108.9753,https://www.google.com/search?q=Alun-Alun+Singkawang&udm=2#sv=CAMSURoyKhBlLVdZUDFITHpjX2Nyc2lNMg5XWVAxSEx6Y19jcnNpTToOV0xIYTRGX29RZUNkV00gBCoXCgFzEhBlLVdZUDFITHpjX2Nyc2lNGAEwARgHIM2b24cGSggQARgBIAEoAQ
241,Alun-Alun Ketapang,Kalimantan Barat,Rekreasi & Taman,4.4,18688,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-1.8493,109.9702,https://www.google.com/search?q=Alun-Alun+Ketapang+Kalbar&udm=2#sv=CAMSURoyKhBlLWVEVkVNZm1zOUxzd0VNMg5lRFZFTWZtczlMc3dFTToOcUp3ckp0akJkREl1U00gBCoXCgFzEhBlLWVEVkVNZm1zOUxzd0VNGAEwARgHINuHx4APSggQARgBIAEoAQ
242,Alun-Alun Sintang,Kalimantan Barat,Rekreasi & Taman,4.5,6306,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",0.0631,111.4984,https://www.google.com/search?q=Alun-Alun+Sintang&udm=2#sv=CAMSURoyKhBlLWJnOUN2QzJvb3NTaTNNMg5iZzlDdkMyb29zU2kzTToOUWtGN01pdDBGc2dGek0gBCoXCgFzEhBlLWJnOUN2QzJvb3NTaTNNGAEwARgHIMLIjI4BSggQARgBIAEoAQ
243,Alun-Alun Sambas,Kalimantan Barat,Rekreasi & Taman,4.3,17221,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",1.3533,109.3094,https://www.google.com/search?q=Alun-Alun+Sambas&udm=2#sv=CAMSURoyKhBlLWhXYVQ5UHZOMW1zNk5NMg5oV2FUOVB2TjFtczZOTToOcFBwMlhkcGFEQzhGME0gBCoXCgFzEhBlLWhXYVQ5UHZOMW1zNk5NGAEwARgHILzvo5EISggQARgBIAEoAQ
244,Alun-Alun Palangkaraya,Kalimantan Tengah,Rekreasi & Taman,4.8,11776,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-2.2083,113.9167,https://www.google.com/search?q=Alun-Alun+Palangkaraya&udm=2#sv=CAMSURoyKhBlLXlmMmxKT1dmakhzRVBNMg55ZjJsSk9XZmpIc0VQTToOQ0JkVGhlcVk2UkJaR00gBCoXCgFzEhBlLXlmMmxKT1dmakhzRVBNGAEwARgHIIe4_IIFSggQARgBIAEoAQ
245,Alun-Alun Sampit,Kalimantan Tengah,Rekreasi & Taman,4.4,15867,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-2.5348,112.9515,https://www.google.com/search?q=Alun-Alun+Sampit+Kotawaringin+Timur&udm=2#sv=CAMSURoyKhBlLV9fLUFyc1FqbWxRZ0pNMg5fXy1BcnNRam1sUWdKTToOUHFac05XWGlaaDlRYk0gBCoXCgFzEhBlLV9fLUFyc1FqbWxRZ0pNGAEwARgHILu_-p4JSggQARgBIAEoAQ
246,Alun-Alun Pangkalan Bun,Kalimantan Tengah,Rekreasi & Taman,4.6,18260,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-2.6841,111.6212,https://www.google.com/search?q=Alun-Alun+Pangkalan+Bun&udm=2#sv=CAMSURoyKhBlLVF1WEx1TjRNYkM4NmZNMg5RdVhMdU40TWJDODZmTToOel96RmxqQjBlU1JDT00gBCoXCgFzEhBlLVF1WEx1TjRNYkM4NmZNGAEwARgHING97OcMSggQARgBIAEoAQ
247,Alun-Alun Muara Teweh,Kalimantan Tengah,Rekreasi & Taman,4.5,10864,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-0.9507,114.8876,https://www.google.com/search?q=Alun-Alun+Muara+Teweh+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnvXQ22hNz2W9NeAvE4llbm7apERGQ%3A1783861198081&ei=zo9TasqwBK3V4-EP0snD-Ag&biw=638&bih=584&ved=0ahUKEwjKz6jomM2VAxWt6jgGHdLkEI8Q4dUDCBE&uact=5&oq=Alun-Alun+Muara+Teweh+&gs_lp=Egtnd3Mtd2l6LWltZyIWQWx1bi1BbHVuIE11YXJhIFRld2VoIDIHECMYyQIYJzIEEAAYHkjMElDiDljiDnABeACQAQCYAVKgAVKqAQExuAEDyAEA-AEBmAIBoAJZmAMAiAYBkgcBMaAHlwKyBwExuAdZwgcDMi0xyAcGgAgB&sclient=gws-wiz-img#sv=CAMSURoyKhBlLV9xZUw0UVZUaVRyNExNMg5fcWVMNFFWVGlUcjRMTToOcE9uakhCams4VzZ2Zk0gBCoXCgFzEhBlLV9xZUw0UVZUaVRyNExNGAEwARgHILyJn_cLSggQARgBIAEoAQ
248,Alun-Alun Banjarmasin,Kalimantan Selatan,Rekreasi & Taman,4.6,14474,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-3.3167,114.5901,https://www.google.com/search?q=Alun-Alun+Banjarmasin&udm=2#sv=CAMSURoyKhBlLWJEQjM5dFpJbUJ4VWtNMg5iREIzOXRaSW1CeFVrTToOLTdSV0tGZVA5dXdOX00gBCoXCgFzEhBlLWJEQjM5dFpJbUJ4VWtNGAEwARgHILCsnIsKSggQARgBIAEoAQ
249,Alun-Alun Banjarbaru,Kalimantan Selatan,Rekreasi & Taman,4.6,12526,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-3.4357,114.8291,https://www.google.com/search?q=Alun-Alun+Banjarbaru&udm=2#sv=CAMSURoyKhBlLThTRTF0Z0ZNdXZwLUlNMg44U0UxdGdGTXV2cC1JTToOV2ZHSWtNY0lXbXBOQU0gBCoXCgFzEhBlLThTRTF0Z0ZNdXZwLUlNGAEwARgHIJ_5u-0JSggQARgBIAEoAQ
250,Alun-Alun Martapura,Kalimantan Selatan,Rekreasi & Taman,4.4,13901,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-3.4116,114.8466,https://www.google.com/search?q=Alun-Alun+Martapura+Banjar&udm=2#sv=CAMSURoyKhBlLWZ0SlBvMG1SS2wxVHZNMg5mdEpQbzBtUktsMVR2TToOb2QyRGJiNExWMlRLM00gBCoXCgFzEhBlLWZ0SlBvMG1SS2wxVHZNGAEwARgHIJv6pcAISggQARgBIAEoAQ
251,Alun-Alun Barabai,Kalimantan Selatan,Rekreasi & Taman,4.8,10575,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-2.5855,115.3789,https://www.google.com/search?q=Alun-Alun+Barabai+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQntQafVc9xSzOJFwRycWCgbw_Bw9pg%3A1783861330024&ei=UpBTap561p-DxQ_rx9uICQ&biw=638&bih=584&ved=0ahUKEwie652nmc2VAxXWz6ACHevjFpEQ4dUDCBE&uact=5&oq=Alun-Alun+Barabai+&gs_lp=Egtnd3Mtd2l6LWltZyISQWx1bi1BbHVuIEJhcmFiYWkgMgcQIxjJAhgnMgQQABgeMgYQABgIGB5IvQRQAFgAcAB4AJABAJgBS6ABS6oBATG4AQPIAQD4AQGYAgGgAlCYAwCSBwExoAfWArIHATG4B1DCBwMwLjHIBwKACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLUpOOFM4QV9qd01UNENNMg5KTjhTOEFfandNVDRDTToONk5kdUV5UzlsWTgyOU0gBCoXCgFzEhBlLUpOOFM4QV9qd01UNENNGAEwARgHILSh8K8MSggQARgBIAEoAQ
252,Alun-Alun Amuntai,Kalimantan Selatan,Rekreasi & Taman,4.7,10530,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-2.4172,115.2494,https://www.google.com/search?q=Alun-Alun+Amuntai+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnsIvtHxh2wJuzq9GkpjHcTlahrdUA%3A1783861387450&ei=i5BTapriGpWo4-EPuq7V8AQ&biw=638&bih=584&ved=0ahUKEwja087Cmc2VAxUV1DgGHTpXFU4Q4dUDCBE&uact=5&oq=Alun-Alun+Amuntai+&gs_lp=Egtnd3Mtd2l6LWltZyISQWx1bi1BbHVuIEFtdW50YWkgMgcQIxjJAhgnMgQQABgeSKkFUABYAHAAeACQAQCYAUSgAUSqAQExuAEDyAEA-AEBmAIBoAJImAMAkgcBMaAHlQKyBwExuAdIwgcDMC4xyAcCgAgB&sclient=gws-wiz-img#sv=CAMSURoyKhBlLURkRWktSU5zUG9pVHpNMg5EZEVpLUlOc1BvaVR6TToON0RZU25sVVdnTlFxYU0gBCoXCgFzEhBlLURkRWktSU5zUG9pVHpNGAEwARgHIMSf0bgPSggQARgBIAEoAQ
253,Alun-Alun Kotabaru,Kalimantan Selatan,Rekreasi & Taman,4.8,17936,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-3.2384,116.2234,https://www.google.com/search?q=Alun-Alun+Kotabaru&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnstfimm7ThW1QC573ud88eQelb43Q%3A1783861430340&ei=tpBTaoiaFM2X4-EPt6eqmQ4&biw=638&bih=584&ved=0ahUKEwiIzYjXmc2VAxXNyzgGHbeTKuMQ4dUDCBE&uact=5&oq=Alun-Alun+Kotabaru&gs_lp=Egtnd3Mtd2l6LWltZyISQWx1bi1BbHVuIEtvdGFiYXJ1MgcQIxjJAhgnMgQQABgeMgYQABgIGB4yBhAAGAgYHjIGEAAYCBgeSLENUNcEWNcEcAF4AJABAJgBSaABSaoBATG4AQPIAQD4AQGYAgGgAk6YAwCIBgGSBwExoAejBLIHATG4B07CBwMyLTHIBwOACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLTE1NVI4VGFrdVVJSWlNMg4xNTVSOFRha3VVSUlpTToOQ05Qb0dxOXZhemNsa00gBCoXCgFzEhBlLTE1NVI4VGFrdVVJSWlNGAEwARgHIPaA0sICSggQARgBIAEoAQ
254,Alun-Alun Balikpapan,Kalimantan Timur,Rekreasi & Taman,4.7,9413,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-1.2653,116.8312,https://www.google.com/search?q=Alun-Alun+Balikpapan&udm=2#sv=CAMSURoyKhBlLXI0dFZYTXdERkIwanlNMg5yNHRWWE13REZCMGp5TToOWmptOXFrWkxsUHdJSk0gBCoXCgFzEhBlLXI0dFZYTXdERkIwanlNGAEwARgHINuAyM4HSggQARgBIAEoAQ
255,Alun-Alun Samarinda,Kalimantan Timur,Rekreasi & Taman,4.6,8748,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-0.5022,117.1536,https://www.google.com/search?q=Alun-Alun+Samarinda&udm=2#sv=CAMSURoyKhBlLWpDazNyZDhrczZuV0NNMg5qQ2szcmQ4a3M2bldDTToOTTVoeEY1YVdQWm5vZ00gBCoXCgFzEhBlLWpDazNyZDhrczZuV0NNGAEwARgHIPPHmMMNSggQARgBIAEoAQ
256,Alun-Alun Bontang,Kalimantan Timur,Rekreasi & Taman,4.8,18545,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",0.1331,117.4789,https://www.google.com/search?q=Alun-Alun+Bontang&udm=2#sv=CAMSURoyKhBlLUJCMmo2VXU4VmU2NHBNMg5CQjJqNlV1OFZlNjRwTToOT1pXcHZ4LUxEc0tBWU0gBCoXCgFzEhBlLUJCMmo2VXU4VmU2NHBNGAEwARgHIMaf8PUNSggQARgBIAEoAQ
257,Alun-Alun Tenggarong,Kalimantan Timur,Rekreasi & Taman,4.3,17971,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",-0.435,116.9859,https://www.google.com/search?q=Alun-Alun+Tenggarong+Kutai+Kartanegara&udm=2#sv=CAMSURoyKhBlLUJsQVhCaEdycXZPckRNMg5CbEFYQmhHcnF2T3JETToONnBXNXFWWVZlRjU4ZE0gBCoXCgFzEhBlLUJsQVhCaEdycXZPckRNGAEwARgHIIqojfcNSggQARgBIAEoAQ
258,Alun-Alun Sangatta,Kalimantan Timur,Rekreasi & Taman,4.4,5663,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",0.4851,117.5517,https://www.google.com/search?q=Alun-Alun+Sangatta+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnvt6Zo08Z2pH-kyaC4oS-LP-TUBRg%3A1783861685601&ei=tZFTar2SJNqC4-EPnae4qQ4&biw=638&bih=584&ved=0ahUKEwj9wOTQms2VAxVawTgGHZ0TLuUQ4dUDCBE&uact=5&oq=Alun-Alun+Sangatta+&gs_lp=Egtnd3Mtd2l6LWltZyITQWx1bi1BbHVuIFNhbmdhdHRhIDIHECMYyQIYJzIEEAAYHjIGEAAYCBgeSOwHUJwFWJwFcAF4AJABAJgBTaABTaoBATG4AQPIAQD4AQGYAgGgAlGYAwCIBgGSBwExoAfVArIHATG4B1HCBwMwLjHIBwKACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLXp4M0o1ZEVSTzVmdGZNMg56eDNKNWRFUk81ZnRmTToOMkV0cDhQSmxZdWtnTk0gBCoXCgFzEhBlLXp4M0o1ZEVSTzVmdGZNGAEwARgHIKr07NcKSggQARgBIAEoAQ
259,Alun-Alun Tanjung Redeb,Kalimantan Timur,Rekreasi & Taman,4.3,6998,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",2.1554,117.4891,https://www.google.com/search?q=Alun-Alun+Tanjung+Redeb+&sca_esv=a707d86a229c684a&udm=2&sxsrf=APpeQnsKcWT4rgRGZiutaxWaIv49dob27g%3A1783861737032&ei=6ZFTaqK1AdLk4-EPo-S54QE&biw=638&bih=584&ved=0ahUKEwjizafpms2VAxVS8jgGHSNyLhwQ4dUDCBE&uact=5&oq=Alun-Alun+Tanjung+Redeb+&gs_lp=Egtnd3Mtd2l6LWltZyIYQWx1bi1BbHVuIFRhbmp1bmcgUmVkZWIgMgcQIxjJAhgnSPF5UOIEWOIEcAF4AJABAJgBSKABSKoBATG4AQPIAQD4AQGYAgKgAk-YAwCIBgGSBwEyoAfRAbIHATG4B03CBwUwLjEuMcgHBIAIAQ&sclient=gws-wiz-img#sv=CAMSURoyKhBlLU1iN2dseWtnRXhqcUVNMg5NYjdnbHlrZ0V4anFFTToOSkFtcGpJMDBiZFJzWk0gBCoXCgFzEhBlLU1iN2dseWtnRXhqcUVNGAEwARgHIP2gqZIKSggQARgBIAEoAQ
260,Alun-Alun Tarakan,Kalimantan Utara,Rekreasi & Taman,4.5,12994,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",3.3047,117.6322,https://www.google.com/search?q=Alun-Alun+Tarakan&udm=2#sv=CAMSURoyKhBlLXVvZUF1c2UwVDNtejhNMg51b2VBdXNlMFQzbXo4TToObElMUEo5c2xUUGJOZE0gBCoXCgFzEhBlLXVvZUF1c2UwVDNtejhNGAEwARgHILmK6bkFSggQARgBIAEoAQ
261,Alun-Alun Nunukan,Kalimantan Utara,Rekreasi & Taman,4.5,16637,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",4.1378,117.6525,https://www.google.com/search?q=Alun-Alun+Nunukan&udm=2#sv=CAMSURoyKhBlLW5pZkZUZ0hKaU1YVFpNMg5uaWZGVGdISmlNWFRaTToOMnE3YWUzTUsyUTJyME0gBCoXCgFzEhBlLW5pZkZUZ0hKaU1YVFpNGAEwARgHIJGOvPIFSggQARgBIAEoAQ
262,Alun-Alun Malinau,Kalimantan Utara,Rekreasi & Taman,4.4,16935,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",3.5854,116.6366,https://www.google.com/search?q=Alun-Alun+Malinau&udm=2#sv=CAMSURoyKhBlLXVHQ0VEbzhISUl1UzRNMg51R0NFRG84SElJdVM0TToOV1lDeC1BTDVDU25pcU0gBCoXCgFzEhBlLXVHQ0VEbzhISUl1UzRNGAEwARgHIL3_-YINSggQARgBIAEoAQ
263,Alun-Alun Tanjung Selor,Kalimantan Utara,Rekreasi & Taman,4.7,18919,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",2.8398,117.3653,https://www.google.com/search?q=Alun-Alun+Tanjung+Selor+Bulungan&udm=2#sv=CAMSURoyKhBlLXFEZXk3UmV5c2lxLVFNMg5xRGV5N1JleXNpcS1RTToONjFUZ3poM2RKZXd5cU0gBCoXCgFzEhBlLXFEZXk3UmV5c2lxLVFNGAEwARgHIN_4uYYLSggQARgBIAEoAQ
264,Alun-Alun Manado,Sulawesi Utara,Rekreasi & Taman,4.5,6495,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",1.4931,124.8413,https://www.google.com/search?q=Alun-Alun+Manado&udm=2#sv=CAMSURoyKhBlLWJ4SUdRVW5RTVpjUUZNMg5ieElHUVVuUU1aY1FGTToOWTliazNYMVVLMVhRQ00gBCoXCgFzEhBlLWJ4SUdRVW5RTVpjUUZNGAEwARgHIP_uqE1KCBABGAEgASgB
265,Alun-Alun Bitung,Sulawesi Utara,Rekreasi & Taman,4.4,8304,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",1.4451,125.1824,https://www.google.com/search?q=Alun-Alun+Bitung&udm=2#sv=CAMSURoyKhBlLVl6VGlHeU9nRi11MFpNMg5ZelRpR3lPZ0YtdTBaTToOYzJFNmVTM1JuaUQ3Nk0gBCoXCgFzEhBlLVl6VGlHeU9nRi11MFpNGAEwARgHIOGAuNEGSggQARgBIAEoAQ
266,Alun-Alun Tomohon,Sulawesi Utara,Rekreasi & Taman,4.6,8763,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",1.3204,124.8392,https://www.google.com/search?q=Alun-Alun+Tomohon&udm=2#sv=CAMSURoyKhBlLUpMdkUwaF83cW1KVThNMg5KTHZFMGhfN3FtSlU4TToOZzVBQVN0cGZuaWpHck0gBCoXCgFzEhBlLUpMdkUwaF83cW1KVThNGAEwARgHIPDBl58GSggQARgBIAEoAQ
267,Alun-Alun Kotamobagu,Sulawesi Utara,Rekreasi & Taman,4.4,10232,Gratis,"Taman, Area Jogging, Masjid, Playground, Area Kuliner",0.7262,124.3168,https://www.google.com/search?q=Alun-Alun+Kotamobagu&udm=2#sv=CAMSURoyKhBlLXJFanNsTkNTUWZiUXVNMg5yRWpzbE5DU1FmYlF1TToONUFpR1ZmcVlLYm13Zk0gBCoXCgFzEhBlLXJFanNsTkNTUWZiUXVNGAEwARgHIPXg9u4ISggQARgBIAEoAQ
